index,name,shelf,room,no,inventory,img,ref_video,text
73,Laser,up,물리실험실,4,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTs0xDsq9H87kzKwoBB-pTuLfqLC7aTQN5DKw&s,https://www.youtube.com/watch?v=LP4wrEviHG8,특정 파장의 빛을 집중적으로 방출하는 장치이다.
74,수면파 투영 실험장치,up,물리실험실,"5,6",8,https://m.korearocket.co.kr/web/product/Images/1/SFSELFAA0001014/big_20144309304bac643653d7e.jpg,https://www.youtube.com/watch?v=fh7g0826oJg,물리적 원리를 이용해 수면파의 형태를 시각적으로 보여주는 장치이다.
75,간이 푸코 진자,up,물리실험실,"5,6",7,https://kiscoshop.co.kr/web/product/big/5457.jpg,https://www.youtube.com/watch?v=I08UnpCyvfk,지구의 자전 운동을 보여주는 간단한 진자 장치이다.
76,소리굽쇠,up,물리실험실,"5,6",14,https://cafe24.poxo.com/ec01/he201820/HOvhRhvOk+Cp2KY4JuusAjlMOEtjc5iq9hbF1jVsI4i4c1HRH2R0N1Y2D2oUph8wRO0XgG+DjO5jhi4yYCXKnA==/_/web/product/big/201808/d2d4e3afa474a43f50dff6f8fa686f40.jpg,https://www.youtube.com/watch?v=CMzZaf6OupQ,특정 주파수의 소리를 발생시키는 장치이다.
77,진공자유낙하 실험장치,up,물리실험실,"5,6",1,https://m.hssci.co.kr/web/product/small/sciencestarshop_13490.jpg,https://www.youtube.com/watch?v=oN5emxYrtUY,진공 상태에서 물체가 자유 낙하하는 현상을 관찰할 수 있는 장치이다.
78,구심력 실험장치(전동식),up,물리실험실,"5,6",2,https://m.eduscience.co.kr/data/temp/451793.jpg,https://www.youtube.com/watch?v=y7V4bp-7oYY,원운동에서 발생하는 구심력을 측정하고 분석하는 장치이다.
79,역학용 금속 추,up,물리실험실,7,4,https://m.korearocket.co.kr/web/product/Images/0/SFSELFAA0000790/big_18096369304b9dadd023870.jpg,https://www.youtube.com/watch?v=xpXQdsY9lAY,"물리학 실험에서 중력, 운동 등을 연구하기 위해 사용되는 금속으로 만들어진 추이다."
80,비열측정용 물체,up,물리실험실,7,7,https://m.korearocket.co.kr/web/product/Images/1/SFSELFAA0001046/big_15270305664bb196bd4c5f2.jpg,https://www.youtube.com/watch?v=qE087OCo-KU,물체의 비열을 측정하기 위해 사용하는 장치이다.
81,전등,up,물리실험실,7,8,https://m.miraes.co.kr/web/product/big/20200130/1458098903494c809ed55755d05e7f5a.png,https://www.youtube.com/watch?v=jW9PJkPOVvc&list=PLPhnrj-tuZvyX5oEw5KsTCjPrU5OG4O5k&index=35,전기를 이용해 빛을 발산하는 장치이다.
82,단열변화 실험장치,up,물리실험실,7,9,https://cafe24.poxo.com/ec01/he201820/HOvhRhvOk+Cp2KY4JuusAjlMOEtjc5iq9hbF1jVsI4i4c1HRH2R0N1Y2D2oUph8wRO0XgG+DjO5jhi4yYCXKnA==/_/web/product/big/201812/487800d9a64ae6ad0a59a5ac22b563c6.jpg,https://www.youtube.com/watch?v=sgKrVJeTw_8,열전달을 연구하기 위한 장치이다.
83,열량계,up,물리실험실,7,7,https://m.kuryong.co.kr/web/product/big/3259.jpg,https://www.youtube.com/watch?v=ZWG74dV9G4E,열의 변화를 측정하여 열량을 계산하는 장치이다.
84,스탠드,down,화학실,1,,https://m.korearocket.co.kr/web/product/big/201902/0104066f08b0384418246abf69e33a29.jpg,https://www.youtube.com/watch?v=EdalR4YR6Gc,실험 장비나 도구를 고정하는 데 사용되는 지지대이다.
85,클램프,down,화학실,1,,https://i.namu.wiki/i/-TBI5qfqtOThzlUR2VWowrzngDKS0Wf-XHn9z_5RqfFd5fP3tMvBLukHPZbfm5lOF7PS7lpI6P_hulUbsgNxmg.webp,https://www.youtube.com/watch?v=EdalR4YR6Gc,실험 기구를 고정하거나 지지하기 위해 사용하는 도구이다.
86,전자저울,down,화학실,2,3,https://img.danawa.com/prod_img/500000/594/780/img/14780594_1.jpg?_v=20240321100009,https://www.youtube.com/watch?v=QbzzqORKYrc&list=PLPhnrj-tuZvyX5oEw5KsTCjPrU5OG4O5k&index=6,물체의 무게를 정밀하게 측정하는 장치이다.
87,알코올램프,down,준비실 ,,,https://biozoa.co.kr/data/goods/1/2020/08/605_tmp_352fe7eeef59c62701bace5b402f36355686list1.png,https://www.youtube.com/watch?v=ieXlDcVLJaI&list=PLPhnrj-tuZvyX5oEw5KsTCjPrU5OG4O5k&index=11,"알코올을 연료로 사용하는 열원으로, 실험실에서 가열이나 소독에 사용된다."
88,초음파세척기,down,준비실1,,,https://cdn.imweb.me/thumbnail/20200818/90cc03c26a496.png,업소용만 존재,초음파를 이용해 물체의 표면을 깨끗하게 세척하는 장치이다.
89,믹서기,down,준비실1,,,https://img.daihan-sci.com/sellerzone/00357/product/img/250/1_-7664857638916648716.jpg,https://www.youtube.com/watch?v=_jVIIofN0pY,"재료를 혼합하거나 갈아내는 전자기기로, 주로 음식이나 화학 실험에 사용된다."
90,일회용스포이드 5ml,down,준비실1,,,https://cafe24.poxo.com/ec01/cho8062/fYw07Q+e08011Z5Qzbz309exkJ3Nss56q/hnT+7YLqO0Dj/N+vJtX1Sc0p9Q3P/rIUO+xUC0Qu/uO/MXaECYLA==/_/web/product/big/202009/e69e57cfa7fff4afe85c4f54e4dc63ed.jpg,https://www.youtube.com/watch?v=_8Jjry9wKfM&list=PLPhnrj-tuZvyX5oEw5KsTCjPrU5OG4O5k&index=10,액체를 흡입하고 방출하는 데 사용하는 5ml 용량의 일회용 도구이다.
91,일회용스포이드 3ml,down,화학실,45,,https://cafe24.poxo.com/ec01/cho8062/fYw07Q+e08011Z5Qzbz309exkJ3Nss56q/hnT+7YLqO0Dj/N+vJtX1Sc0p9Q3P/rIUO+xUC0Qu/uO/MXaECYLA==/_/web/product/big/202009/e69e57cfa7fff4afe85c4f54e4dc63ed.jpg,https://www.youtube.com/watch?v=_8Jjry9wKfM&list=PLPhnrj-tuZvyX5oEw5KsTCjPrU5OG4O5k&index=10,액체를 흡입하고 방출하는 데 사용하는 3ml 용량의 일회용 도구이다.
92,일회용 스포이드 10ml,down,화학실,14,,https://cafe24.poxo.com/ec01/cho8062/fYw07Q+e08011Z5Qzbz309exkJ3Nss56q/hnT+7YLqO0Dj/N+vJtX1Sc0p9Q3P/rIUO+xUC0Qu/uO/MXaECYLA==/_/web/product/big/202009/e69e57cfa7fff4afe85c4f54e4dc63ed.jpg,https://www.youtube.com/watch?v=_8Jjry9wKfM&list=PLPhnrj-tuZvyX5oEw5KsTCjPrU5OG4O5k&index=10,액체를 흡입하고 방출하는 데 사용하는 10ml 용량의 일회용 도구이다.
93,구리항균필름,down,준비실1,,,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/product/2862040559/B.jpg?925000000,,"항균 성질을 가진 구리로 만들어진 필름으로, 표면의 미생물을 억제하는 데 사용된다."
94,DNA 큐브,down,준비실1,,,https://www.kolabshop.com/data/item/1474971518/7JW87J207JW8.png,,DNA 샘플을 보관하거나 분석하는 데 사용하는 장치이다.
95,주사기,down,준비실1,,,https://ko.batterymaking.com/uploadfile/202009/28/f26fc4f23c74c710458193905313b89d_medium.jpg,,"액체를 흡입하고 주입하는 데 사용하는 도구로, 주로 의료 및 실험에 사용된다."
96,바늘,down,준비실1,,,https://img.daihan-sci.com/sellerzone/00383/product/img/250/1_-6654335178392967394.jpg,,주사기와 함께 사용하여 액체를 주입하거나 흡입하는 데 사용하는 날카로운 도구이다.
97,인조피부,down,준비실1,,,https://m.stetho-scope.com/web/product/big/202211/9d1afdb3bb74138a49c9592da292f3c6.jpg,,"인체의 피부를 모사한 물질로, 실험이나 교육용으로 사용된다."
98,봉합사,down,준비실1,,,https://www.biozoa.co.kr/data/goods/1/2020/07/200_tmp_40e48f232352a105e40dbaadf0e18b8a2379list1.png,,"상처를 봉합하는 데 사용되는 실과, 주로 의료 분야에서 사용된다."
99,스태플,down,준비실1,,,https://image.made-in-china.com/202f0j00BhAryInKyFpG/Medical-Equipment-Disposable-Linear-Stapler-Adapt-to-Difficult-Surgery.webp,,종이나 기타 재료를 고정하는 데 사용하는 클립이다.
100,UV 소독기,down,준비실1,,,https://cafe24.poxo.com/ec01/hssci/w3/z2ScBTTyHtl8+qjMfluaZTu1d5DO9QWsikghlQHa2rj/2Gph8QFTY0GLWfi+T/_/web/product/big/20200310/21d43f62c97813a0fdac31ee4ff1ba95.jpg,,자외선(UV)을 이용해 물체나 공간의 세균을 제거하는 장치이다.
101,유속센서,down,준비실1,,,https://m.koreasci.com/web/product/big/FLOBTA.1.jpg,,"유체의 속도를 측정하는 센서로, 수조나 배관에서 사용된다."
102,회전운동센서,down,준비실1,,,https://m.koreasci.com/web/product/big/RMVBTD.1.jpg,,회전하는 물체의 각속도를 측정하는 장치이다.
103,적외선 운동센서,down,준비실1,,,https://img.freepik.com/premium-photo/infrared-movement-sensor_917664-2273.jpg,,"적외선을 이용해 움직임을 감지하는 센서로, 보안 및 자동화 시스템에 사용된다."
104,탁도센서,down,준비실1,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFHd6FZEkrjk52Yseich6MKOBuIidf0Us5pg&s,,"액체의 탁도를 측정하는 장치로, 수질 분석에 활용된다."
105,풍속센서,down,준비실1,,,https://m.koreasci.com/web/product/big/ANMBTA.1.jpg,,"바람의 속도를 측정하는 장치로, 기상 관측이나 환경 모니터링에 사용된다."
106,3차원 가속도센서,down,준비실1,,,https://www.ifm.com/responsive/xlarge/fourbythree/content/gallery/productnews/teaser-images-square-format/2020/hmi/p_f_wh_w_800_0041.jpg?v=1702133493,,물체의 가속도와 방향을 3차원으로 측정하는 센서이다.
107,질산이온선택성센서,down,준비실1,,,https://m.koreasci.com/web/product/big/NO3BTA.1.jpg,,질산 이온 농도를 측정하는 데 특화된 센서이다.
108,자외선 센서(UVA),down,준비실1,,,https://m.koreasci.com/web/product/big/UVABTA.1.jpg,,UVA 파장의 자외선을 측정하는 센서이다.
109,자외선 센서(UVB),down,준비실1,,,https://m.koreasci.com/web/product/big/UVBBTA.1.jpg,,UVB 파장의 자외선을 측정하는 센서이다.
110,광합성 Par 센서,down,준비실1,,,https://vctec.co.kr/web/product/seeedstudio/img/314990734-1.jpg,,식물의 광합성에 영향을 미치는 PAR(Photosynthetically Active Radiation) 값을 측정하는 센서이다.
111,한글랩퀘스트2,down,준비실1,,,https://m.koreasci.com/web/product/big/0906670600.1.jpg,,"과학 실험 및 데이터 분석을 위한 소프트웨어로, 실험 결과를 시각적으로 표현하고 분석하는 데 사용된다."
112,"1,4-부탄디올",,시약준비실,6,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNxm6FllAI9Y_AKMFFTTkkulhVJvAPbQ1t_A&s,,"화학 실험에서 사용되는 유기 화합물로, 주로 용매나 중간체로 사용된다."
113,"2,6-디클로로인도페놀 
 나트륨염 수화물",,시약준비실,7,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmVvmoPX5xBhuOIXlP9bWEi1vDckzzuwdobA&s,,산화환원 지시약으로 사용된다. 주로 비타민 C의 정량 분석에 사용된다.
114,4-아미노페놀,,시약준비실,7,1,https://hssci.co.kr/web/product/medium/sciencestarshop_2200.JPG,,염료와 사진 현상액의 중간체로 사용된다. 의약품 합성에도 사용된다.
115,가리명반,,시약준비실,3,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/3/70463_represent?1548315741,,물 정화와 제지 공정에서 응집제로 사용된다. 방부제와 방염제로도 사용된다.
116,간수분말,,시약준비실,8,1,https://cafe24.poxo.com/ec01/he201820/HOvhRhvOk+Cp2KY4JuusAjlMOEtjc5iq9hbF1jVsI4i4c1HRH2R0N1Y2D2oUph8wRO0XgG+DjO5jhi4yYCXKnA==/_/web/product/big/201801/6909_shop1_804210.jpg,,두부 제조 시 응고제로 사용된다. 전통적인 일본 요리에서 중요한 재료이다.
117,갈락토오스용액,,시약준비실,6,1,https://www.biozoa.co.kr/data/goods/1/2020/07/520_tmp_c7ae70645f1c64dd262d3b42259a73d68089list1.jpg,,"단당류로, 주로 생화학 연구와 실험에서 사용된다. 유당의 구성 성분 중 하나이다."
118,갈릭산 1수화물,,시약준비실,5,1,https://img.danawa.com/prod_img/500000/941/801/img/36801941_1.jpg?_v=20240221045956,,항산화제로 사용된다. 염료와 잉크의 제조에 사용된다.
119,과망간산칼륨,,시약준비실,3,3,https://www.officeahn.co.kr/shopimages/officeahn/mobile/1/113091_represent?1407365339,,"강력한 산화제로, 소독제와 표백제로 사용된다. 화학 분석에서 산화환원 적정에 사용된다."
120,과산화수소 (30%),,시약준비실,4,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXnYdJ5lQpkGipzFubsD-WMWSxRVwkyjLjOA&s,,"강력한 산화제로, 소독제와 표백제로 사용된다. 화학 합성에서 산화제로 사용된다."
121,과산화수소 (34.5%),,시약준비실,4,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXnYdJ5lQpkGipzFubsD-WMWSxRVwkyjLjOA&s,,"과산화수소의 농도가 더 높은 형태로, 주로 산업용으로 사용된다. 강력한 산화제로 작용한다."
122,과황산암모늄용액,,시약준비실,5,1,https://m.hssci.co.kr/web/product/small/sciencestarshop_2011.JPG,,"강력한 산화제로, 주로 화학 합성에서 사용된다. 폴리머화 반응의 개시제로 사용된다."
123,구리조각,,시약준비실,1,1,https://cafe24.poxo.com/ec01/he201820/HOvhRhvOk+Cp2KY4JuusAjlMOEtjc5iq9hbF1jVsI4i4c1HRH2R0N1Y2D2oUph8wRO0XgG+DjO5jhi4yYCXKnA==/_/web/product/big/20200619/90af3e40ff223aae790627e664261e45.jpg,,전기 전도성이 뛰어나 전기 회로에 사용된다. 또한 합금 제조에 사용된다.
124,구연산 1수화물,,시약준비실,7,6,https://www.officeahn.co.kr/shopimages/officeahn/mobile/4/111994_represent?1436183516,,산미료로 식품에 사용된다. 또한 청소용 세제로도 사용된다.
125,규산 나트륨 용액,,시약준비실,2,1,https://cafe24.poxo.com/ec01/hssci/w3/z2ScBTTyHtl8+qjMfluaZTu1d5DO9QWsikghlQHa2rj/2Gph8QFTY0GLWfi+T/_/web/product/big/sciencestarshop_2017.JPG,,접착제와 실리카 젤 제조에 사용된다. 또한 방화재로도 사용된다.
126,글리세린,,시약준비실,5,4,https://m.clayndeco.com/web/product/big/201805/3576_shop1_15275719526895.jpg,,보습제로 화장품에 사용된다. 또한 식품 첨가물로도 사용된다.
127,글리세릴모노노스테아르산,,시약준비실,7,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS90dRZc_JAOd1XftwQkQ_QZ-gzAhYb3iBE9Q&s,,유화제로 식품과 화장품에 사용된다. 안정제로도 사용된다.
128,금속나트륨,,시약준비실,1,3,https://officeahn.jpg2.kr/DAE%20JUNG/S1124.jpg,,강력한 환원제로 화학 합성에 사용된다. 또한 나트륨 램프 제조에 사용된다.
129,노말프로필알코올,,시약준비실,6,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/3/112723_represent?1453450084,,용매로 사용된다. 또한 세정제와 소독제로도 사용된다
130,노말헥산 2개,,시약준비실,6,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/4/127224_represent?1429962824,,용매로 사용된다. 주로 지방과 기름의 추출에 사용된다
131,녹말용액,,시약준비실,8,1,https://cafe24.poxo.com/ec01/he201820/HOvhRhvOk+Cp2KY4JuusAjlMOEtjc5iq9hbF1jVsI4i4c1HRH2R0N1Y2D2oUph8wRO0XgG+DjO5jhi4yYCXKnA==/_/web/product/big/201906/6440620d2e22e41415d3c989c68cb70b.jpg,,점성 증가제로 사용된다. 또한 요오드 검출 시약으로도 사용된다.
132,닌하드린용액,,시약준비실,6,1,https://officeahn.co.kr/shopimages/officeahn/mobile/6/130736_represent?1547597426,,아미노산 검출 시약으로 사용된다. 주로 지문 분석에 사용된다.
133,당밀,,시약준비실,8,1,https://www.ngallery.co.kr/shopimages/gooworl114/mobile/4/2097144_represent?1718944083,,"설탕 제조 과정에서 나오는 부산물로, 주로 사료와 발효 공정에 사용된다. 또한 식품 첨가물로도 사용된다."
134,동조각,,시약준비실,1,1,https://www.dslab.co.kr/data/goods/83/8354/500g_2.view.jpg,,전기 전도성이 뛰어나 전기 회로에 사용된다. 또한 합금 제조에 사용된다.
135,디아세톤알콜,,시약준비실,6,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/7/112187_represent?1420950683,,용매로 사용된다. 주로 페인트와 코팅제의 희석제로 사용된다.
136,디에틸에테르,,시약준비실,6,1,https://cafe24.poxo.com/ec01/he201820/HOvhRhvOk+Cp2KY4JuusAjlMOEtjc5iq9hbF1jVsI4i4c1HRH2R0N1Y2D2oUph8wRO0XgG+DjO5jhi4yYCXKnA==/_/web/product/big/201901/54b54dc06f77611ebe5033c6c8cad0cc.jpg,,"강력한 용매로, 주로 마취제와 추출 용매로 사용된다. 또한 화학 합성에 사용된다."
137,디페닐아민,,시약준비실,7,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/5/112315_represent?1630302616,,산화 방지제로 사용된다. 주로 고무와 플라스틱의 안정제로 사용된다.
138,레시틴,,시약준비실,6,1,https://img.danawa.com/prod_img/500000/843/822/img/17822843_1.jpg?_v=20220914105955,,유화제로 식품과 화장품에 사용된다. 또한 건강 보조제로도 사용된다.
139,로다민 B,,시약준비실,7,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/9/109729_represent?1415087648,,형광 염료로 사용된다. 주로 생물학적 염색과 형광 현미경에 사용된다.
140,리튬,,시약준비실,1,1,https://officeahn.co.kr/shopimages/officeahn/mobile/9/112579_represent?1419475472,,배터리 제조에 사용된다. 또한 항우울제로도 사용된다.
141,리트머스용액,,시약준비실,4,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/9/133319_represent?1548032359,,산-염기 지시약으로 사용된다. 주로 화학 실험에서 pH를 측정하는 데 사용된다.
142,마그네슘 조각,,시약준비실,1,1,https://www.sciencelove.co.kr/shopimages/science/mobile/8/408528_represent?1537720575,,강력한 환원제로 사용된다. 또한 불꽃놀이와 신호탄에 사용된다.
143,만능지시약,,시약준비실,4,9,https://cafe24.poxo.com/ec01/hsookyoun03/w3/z2ScBTTyHtl8+qjMfluo/dAvH/ybI2t1bTVkJJ8koE996SVOMK7eGwxsV5BTs2KtFCGRglWXI8HDCZ1CG9A==/_/web/product/big/20200513/1bc4de2672eeb66504a39bc4d61b10dc.jpg,,다양한 pH 범위를 측정할 수 있는 지시약이다. 주로 화학 실험에서 사용된다.
144,말론산,,시약준비실,5,1,https://thumbnail10.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/2bb1/b8187a5822780d89553162befccc8503018d63196bb674aecab100afc939.jpeg,,화학 합성에 사용된다. 주로 의약품과 향료 제조에 사용된다.
145,메타중아황산나트륨,,시약준비실,2,1,https://cafe24.poxo.com/ec01/hssci/w3/z2ScBTTyHtl8+qjMfluaZTu1d5DO9QWsikghlQHa2rj/2Gph8QFTY0GLWfi+T/_/web/product/big/201608/15722_shop1_974447.jpg,,산화 방지제로 사용된다. 주로 식품 보존제와 소독제로 사용된다.
146,메틸레드,,시약준비실,4,1,https://officeahn.co.kr/shopimages/officeahn/mobile/8/133328_represent?1547886751,,산-염기 지시약으로 사용된다. 주로 화학 실험에서 pH를 측정하는 데 사용된다.
147,메틸렌블루,,시약준비실,4,1,https://officeahn.co.kr/shopimages/officeahn/mobile/7/70337_represent?1547731538,,염료로 사용된다. 주로 생물학적 염색과 약물로 사용된다.
148,메틸알콜,,시약준비실,6,1,https://m.sangamall.co.kr/web/product/big/20191126/580706518ca414e485c783378441320b.jpg,,용매로 사용된다. 주로 연료와 화학 합성에 사용된다.
149,메틸오렌지,,시약준비실,4,1,https://www.biozoa.co.kr/data/goods/1/2020/07/301_tmp_1767dc4d40c54c623eee32a0c0ce68b13350list1.jpg,,산-염기 지시약으로 사용된다. 주로 화학 실험에서 pH를 측정하는 데 사용된다.
150,무수아세트산,,시약준비실,6,3,https://m.hssci.co.kr/web/product/small/sciencestarshop_2057.JPG,,강력한 용매로 사용된다. 주로 화학 합성에 사용된다.
151,무수에탄올 99.9 % 2개,,시약준비실,6,2,https://officeahn.co.kr/shopimages/officeahn/mobile/9/127759_represent?1430820039,,고순도 용매로 사용된다. 주로 화학 실험과 합성에 사용된다.
152,묽은 암모니아수,,시약준비실,5,12,https://cafe24.poxo.com/ec01/he201820/HOvhRhvOk+Cp2KY4JuusAjlMOEtjc5iq9hbF1jVsI4i4c1HRH2R0N1Y2D2oUph8wRO0XgG+DjO5jhi4yYCXKnA==/_/web/product/big/202406/740f473b7b4be520152d55fc1671798e.jpg,,청소용 세제로 사용된다. 또한 화학 실험에서 염기성 용액으로 사용된다.
153,미네랄오일,,시약준비실,8,1,https://officeahn.co.kr/shopimages/officeahn/mobile/6/112886_represent?1406687579,,"투명하고 무취의 액체로, 다양한 산업 및 화장품 용도로 사용된다. 피부 보습제나 윤활제로도 자주 활용되며, 특히 민감성 피부에 적합하다."
154,발효효모 펩타이드,,시약준비실,8,1,https://m.ecofactory.co.kr/data/goods/1/2013/10/10759_tmp_10a4d79e85d4fb57c338f788b626ad7b1999large.jpg,,"효모로부터 얻어진 펩타이드로, 피부 재생과 보습에 도움을 주는 성분이다. 피부 탄력 개선 및 항산화 효과도 기대할 수 있다."
155,베네딕트용액,,시약준비실,4,2,https://cafe24.poxo.com/ec01/he201820/HOvhRhvOk+Cp2KY4JuusAjlMOEtjc5iq9hbF1jVsI4i4c1HRH2R0N1Y2D2oUph8wRO0XgG+DjO5jhi4yYCXKnA==/_/web/product/big/201712/290_shop1_857845.jpg,,"환원당의 존재를 확인하는 화학적 시험에 사용되는 용액으로, 청록색을 띤다. 환원당이 존재하면 용액이 붉은색으로 변한다."
156,뷰렛시약,,시약준비실,4,1,https://biozoa.co.kr/data/goods/1/2020/07/513_tmp_f3c427ac5cfafdef9c4539744b959d2d8837list1.jpg,,"단백질의 검출에 사용되는 시약으로, 보라색으로 변색되는 반응을 통해 단백질을 확인할 수 있다."
157,브롬수,,시약준비실,4,1,https://cafe24.poxo.com/ec01/hssci/w3/z2ScBTTyHtl8+qjMfluaZTu1d5DO9QWsikghlQHa2rj/2Gph8QFTY0GLWfi+T/_/web/product/big/sciencestarshop_2072.JPG,,"브롬과 물이 섞인 용액으로, 탄화수소의 이중 결합을 검출하는 데 사용된다. 반응 시 색이 없어지면서 이중 결합이 있는지 확인할 수 있다."
158,사프라닌용액,,시약준비실,4,1,https://www.biozoa.co.kr/data/goods/1/2020/07/547_tmp_984262c4b488c37b0837cabc437189eb8761list1.jpg,,"핵을 염색하는 데 사용되는 염색액으로, 세포학 연구에서 자주 사용된다. 주로 염기성 염료로 세포의 핵을 선명하게 나타낸다."
159,산화아연,,시약준비실,1,1,https://m.hssci.co.kr/web/product/small/sciencestarshop_2083.JPG,,"산화아연은 주로 자외선 차단제나 스킨케어 제품에 사용되며, 항염 효과와 자외선 차단 효과가 있다. 피부 트러블 완화에도 도움이 된다."
160,살리실산,,시약준비실,7,3,https://www.officeahn.co.kr/shopimages/officeahn/mobile/8/284038_represent?1704916674,,"살리실산은 각질 제거와 여드름 치료에 효과적인 성분으로, 각질층을 부드럽게 하여 피부 표면을 정리하는 데 도움을 준다."
161,석유에테르,,시약준비실,6,2,https://sciencelove.co.kr/shopimages/science/mobile/4/408784_represent?1538467126,,"비점이 낮고 휘발성이 강한 용매로, 유기화합물의 추출이나 정제에 사용된다. 지방질의 용해에 탁월한 성질을 가지고 있다."
162,석회수,,시약준비실,3,1,https://m.korearocket.co.kr/web/product/Images/0/SFSELFAA0000493/big_15120128004b395eb7c5697.jpg,,"이산화탄소를 검출할 수 있는 용액으로, 석회수에 이산화탄소를 불어넣으면 뿌옇게 흐려지며 탄산칼슘이 형성된다."
163,설팜산,,시약준비실,5,1,https://officeahn.co.kr/shopimages/officeahn/mobile/2/151882_represent?1521603208,,"강력한 산화제이자 세정제로 사용되며, 주로 실험실에서 염료나 다른 물질의 산화에 관여한다. 피부와 눈에 자극을 줄 수 있다."
164,수단 III 용액,,시약준비실,4,1,https://biozoa.co.kr/data/goods/1/2020/07/510_tmp_87fb14439075b4075cfc32e9d66b976a0650list1.jpg,,"지방을 염색하는 데 사용되는 시약으로, 지방의 존재를 붉은색으로 나타낸다. 주로 생물학적 실험에서 세포의 지방을 확인하는 데 쓰인다."
165,수산화 나트륨,,시약준비실,2,15,https://www.officeahn.co.kr/shopimages/officeahn/mobile/5/179875_represent?1644106660,,"강한 알칼리성 물질로, 주로 비누나 세정제 제조에 사용된다. 피부와 접촉 시 자극을 주기 때문에 주의가 필요하다."
166,수산화 마그네슘,,시약준비실,1,1,https://www.sciencelove.co.kr/shopimages/science/mobile/1/408791_represent?1538466471,,"산화 방지제 역할을 하며, 의약품 및 보충제에서 중요한 역할을 한다. 위장에 자극이 적어 위장 보호에도 사용될 수 있다."
167,수산화바륨 8수화물,,시약준비실,1,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/8/111798_represent?1408934345,,"강한 알칼리성 물질로, 다양한 화학 반응에서 중화제나 실험용 시약으로 사용된다. 고온에서 용해되기 쉽다."
168,수산화칼슘,,시약준비실,3,1,https://www.sciencelove.co.kr/shopimages/science/mobile/6/408796_represent?1538466051,,"석회나 시멘트에 사용되는 화합물로, 알칼리성 물질로서 토양 개량이나 건축 자재의 성분으로 많이 사용된다."
169,수산회칼륨,,시약준비실,3,3,https://cafe24.poxo.com/ec01/he201820/HOvhRhvOk+Cp2KY4JuusAjlMOEtjc5iq9hbF1jVsI4i4c1HRH2R0N1Y2D2oUph8wRO0XgG+DjO5jhi4yYCXKnA==/_/web/product/big/201910/271fc99bf23a44918e8b9a5f7b9b5c5e.jpg,,"칼륨이 함유된 화합물로, 비료나 산업용으로 쓰인다. 수용성이고 알칼리성이며, 화학적 반응에서 촉매 역할을 한다."
170,수크로스,,시약준비실,7,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/0/133520_represent?1547890413,,"자연 상태의 설탕으로, 주로 식품 첨가물로 사용된다. 매우 높은 에너지원으로 다양한 생물학적 반응에서 필수적인 역할을 한다."
171,숙신산,,시약준비실,5,1,https://www.dslab.co.kr/data/goods/93/9370/00.view.jpg,,"효모에서 자연적으로 발생하는 유기산으로, 대사 과정에서 중요한 역할을 한다. 주로 식품 보존제나 화학 반응의 중간 물질로 사용된다."
172,스테아르산,,시약준비실,5,1,https://m.hssci.co.kr/web/product/small/sciencestarshop_1939.JPG,,"지방산의 일종으로, 피부에 보호막을 형성하여 보습을 유지하는 데 도움을 준다. 화장품에서 보습제와 연화제로 많이 쓰인다."
173,스판,,시약준비실,8,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/3/126833_represent?1437401451,,"비이온성 계면활성제로, 유화제나 분산제로 주로 사용된다. 화장품, 의약품 및 식품 제조에 폭넓게 적용된다."
174,실리카겔 orange,,시약준비실,7,1,https://officeahn.co.kr/shopimages/officeahn/mobile/3/74393_represent?1547934780,,"주로 수분 흡수와 탈습에 사용되며, 공기 중의 수분을 흡착하여 건조 상태를 유지한다. 실리카겔은 다양한 산업 및 일상에서 널리 사용된다."
175,실리카겔 white,,시약준비실,7,3,https://officeahn.co.kr/shopimages/officeahn/mobile/3/74393_represent?1547934780,,"실리카겔은 화학 실험 및 산업 공정에서 흡습제로 사용되며, 습기 제거에 탁월한 성능을 보인다."
176,실리콘 엘라스토머,,시약준비실,8,1,https://ko.35shoe.com/uploads/s/c78b405a6005493090553251353d121c.webp,,"의료용 실리콘으로, 다양한 제품에 사용되며 내구성과 유연성을 가진다. 피부 친화적이어서 의료 기기나 임플란트에도 자주 쓰인다."
